UCACCSD	YR	LOCATE	ROW	TREE	ShellIntegrity	ShellTexture	ShellColor	SEAL	ShellStrength	ShellThickness	PackingTissue	KernelFill	%TipShrivel	%MinorShrivel	%MajorShrivel	Plumpness	EaseOfRemoval	PercentKernel	%Blank
12-002-15	2017	2014SBa	1	15	7	6	5	5	6	1.3	5	5	0	20	0	5	5	52.83486658	0
12-002-15	2018	2014SBa	1	15	7	6	6	5	5	1.2	5	4	0	44.44444444	0	5	5	47.55077658	10
12-002-17	2017	2014SBa	1	17	7	5	4	5	5	1	5	3	70	0	0	4	4	52.90446175	0
12-002-17	2018	2014SBa	1	17	7	6	5	4	4	1	5	4	0	0	11.11111111	5	4	54.5443966	10
12-002-18	2018	2014SBa	1	18	7	4	5	5	5	1.2	5	6	0	0	0	5	5	52.43764883	0
12-002-20	2018	2014SBa	1	20	7	4	5	5	5	1.2	6	5	0	0	0	4	6	50.48876348	0
12-002-21	2018	2014SBa	1	21	7	6	5	5	5	1.2	5	5	0	0	0	5	4	51.90004715	0
12-002-23	2017	2014SBa	1	23	7	5	5	5	5	1.1	5	4	50	0	0	5	4	55.18911565	0
12-002-23	2018	2014SBa	1	23	7	6	6	5	5	1.2	6	5	30	0	0	5	6	53.37230216	0
12-002-23	2019	2014SBa	1	23	7	5	4	5	5	1.2	5	5	0	0	0	5	5	53.53664271	0
12-002-25	2017	2014SBa	1	25	7	5	4	5	5	1.2	5	5	0	0	0	5	5	57.01836875	0
12-002-25	2018	2014SBa	1	25	7	5	6	5	5	1.2	5	5	0	0	0	5	5	55.18703876	0
12-002-25	2019	2014SBa	1	25	7	5	5	5	5	1.2	5	5	10	0	0	5	5	52.86165601	0
12-002-26	2018	2014SBa	1	26	7	6	7	5	5	1.2	5	5	0	0	0	5	4	53.32834082	0
12-002-27	2017	2014SBa	1	27	7	5	6	5	5	1.1	5	6	10	0	0	5	5	57.65861833	0
12-002-27	2018	2014SBa	1	27	7	5	6	5	5	1.2	5	5	0	0	0	5	5	55.70972159	0
12-002-27	2019	2014SBa	1	27	7	6	5	5	5	1.2	5	5	0	0	0	5	5	53.12112763	0
12-002-28	2018	2014SBa	1	28	7	4	4	5	5	1.1	5	6	0	0	0	5	4	58.16416593	0
12-004-1	2018	2014SBa	1	57	7	5	5	5	7	1.8	7	7	0	0	0	5	7	42.3145031	20
12-005-1	2018	2014SBa	1	29	7	4	4	5	5	1.2	5	5	0	0	0	5	5	57.07308249	0
12-005-2	2017	2014SBa	1	30	7	6	5	6	6	1.1	5	6	20	10	0	6	5	57.50332005	0
12-005-2	2018	2014SBa	1	30	7	6	5	5	5	1.2	5	6	0	0	0	5	5	57.1925178	0
12-005-2	2019	2014SBa	1	30	7	7	5	5	6	1.2	5	5	20	0	0	6	5	57.0398244	0
12-005-2	2020	2014SBa	1	30	7	6	5	5	6	1.2	5	7	0	0	0	5	6	56.8453159	0
12-005-4	2018	2014SBa	1	32	5	4	4	5	3	1	5	5	0	0	0	5	4	60.41777846	20
12-005-5	2017	2014SBa	1	33	7	5	5	5	5	1.1	5	5	30	0	10	3	4	59.62575081	0
12-005-5	2018	2014SBa	1	33	7	3	4	5	4	1.1	5	3	0	0	0	4	4	70.2367531	70
12-005-5	2019	2014SBa	1	33	7	5	5	5	5	1.1	5	5	0	0	0	4	4	60.41928721	0
12-005-7	2017	2014SBa	1	35	7	4	4	5	5	1.1	5	4	0	0	0	4	4	54.38333787	0
12-005-7	2018	2014SBa	1	35	7	5	5	5	5	1.2	5	5	0	0	0	5	5	54.49669967	0
12-005-7	2019	2014SBa	1	35	7	5	5	5	5	1.2	5	5	0	0	0	5	5	52.39630164	0
12-005-8	2017	2014SBa	1	36	7	6	5	5	5	1.3	5	5	0	0	10	5	4	49.4100449	0
12-005-8	2018	2014SBa	1	36	7	5	5	5	5	1.2	5	6	0	0	0	5	5	54.01931595	0
12-005-8	2019	2014SBa	1	36	7	5	5	5	5	1.2	5	6	0	0	0	5	5	55.92896807	0
12-005-8	2020	2014SBa	1	36	7	5	5	5	5	1.2	5	6	0	0	0	5	5	54.87489911	0
12-005-8	2021	2014SBa	1	36	7	5	5	5	5	1.2	5	6	0	0	0	5	5	54.71029596	0
12-037-27	2017	2014SBa	4	19	7	3	6	3	4	1.1	5	5	0	10	0	5	4	62.2778865	0
12-037-27	2018	2014SBa	4	19	7	4	5	5	4	0.9	5	4	0	0	0	4	4	63.99952443	0
12-037-27	2019	2014SBa	4	19	7	5	4	4	4	1	6	5	0	0	0	4	5	62.7434449	10
12-037-29	2017	2014SBa	4	17	7	7	5	5	4	1.1	5	5	0	0	0	5	5	63.15214422	0
12-037-29	2018	2014SBa	4	17	7	5	3	5	4	0.9	5	4	0	0	0	3	4	63.18458418	40
12-037-29	2019	2014SBa	4	17	7	6	5	5	5	0.9	5	5	0	0	0	5	5	64.46663691	10
12-037-29	2020	2014SBa	4	17	5	5	4	5	3	0.9	5	5	10	0	0	4	5	64.95954214	0
12-037-30	2017	2014SBa	4	16	7	3	5	5	5	1.2	5	6	0	0	0	5	5	59.53926022	0
12-037-30	2018	2014SBa	4	16	7	5	5	5	5	1.2	5	5	0	0	0	5	5	59.70562086	0
12-037-30	2019	2014SBa	4	16	7	5	5	5	5	1.2	5	7	0	0	0	5	6	58.92842263	0
12-037-30	2020	2014SBa	4	16	7	5	5	5	5	1.2	5	6	10	0	0	5	5	59.0504451	0
12-040-8	2017	2014SBa	5	9	7	4	5	4	4	1	6	5	0	0	0	3	6	59.6864219	10
12-040-8	2018	2014SBa	5	9	7	4	5	5	5	1.2	5	5	0	0	0	4	5	58.71772806	0
12-040-8	2019	2014SBa	5	9	7	5	5	5	5	1.2	5	5	0	0	0	5	5	58.41428196	0
12-042-1	2017	2014SBa	5	13	7	4	3	5	4	0.9	6	5	0	0	0	4	5	67.86052881	0
12-042-1	2018	2014SBa	5	13	7	4	5	5	4	1	5	5	10	0	0	4	5	63.55920965	0
12-042-2	2017	2014SBa	5	14	7	5	5	5	5	1.1	6	5	40	0	0	4	6	55.91642229	0
12-042-2	2018	2014SBa	5	14	7	4	5	5	5	1.1	6	6	0	0	0	4	6	57.17030064	0
12-042-3	2017	2014SBa	5	15	7	3	3	5	5	1.1	5	5	0	0	0	4	4	59.0689433	0
12-042-3	2018	2014SBa	5	15	7	4	3	5	5	1.1	5	5	0	0	0	4	5	55.65024083	0
12-042-4	2017	2014SBa	5	16	7	4	4	5	5	1.1	5	5	10	0	0	5	5	60.97391035	0
12-042-4	2018	2014SBa	5	16	7	5	5	5	5	1.1	5	5	0	0	0	4	4	61.19529412	0
12-042-4	2020	2014SBa	5	16	7	5	4	5	5	1.1	5	5	0	10	0	4	5	59.45504556	0
12-042-4	2021	2014SBa	5	16	5	5	5	5	4	1	4	4	40	0	0	5	5	59.19057377	0
12-042-5	2017	2014SBa	5	17	7	4	6	4	5	1.1	6	5	0	0	10	4	6	54.7742359	0
12-042-5	2018	2014SBa	5	17	7	4	5	3	4	1.1	5	5	0	0	0	4	5	59.76508063	0
12-042-5	2019	2014SBa	5	17	7	4	5	5	4	1	5	5	0	0	0	4	5	59.01078468	0
12-042-5	2020	2014SBa	5	17	7	5	4	5	5	1.1	5	5	0	0	0	4	5	57.66676578	0
12-042-5	2021	2014SBa	5	17	7	4	5	5	5	1.1	5	4	10	0	0	4	5	52.13822894	0
12-042-7	2017	2014SBa	5	19	7	5	7	5	5	1.2	5	5	20	0	0	5	5	53.53982301	0
12-042-7	2018	2014SBa	5	19	7	5	5	5	5	1.2	5	5	0	0	0	4	5	52.3326572	0
12-042-8	2018	2014SBa	5	20	7	4	3	5	4	1	5	5	0	0	0	4	5	64.5657054	0
12-042-9	2017	2014SBa	5	21	7	5	3	5	5	1.2	5	6	20	0	10	4	6	51.08840864	0
12-042-9	2018	2014SBa	5	21	7	5	4	5	5	1.2	5	6	11.11111111	11.11111111	22.22222222	3	5	47.78502361	10
12-045-3	2018	2014SBa	5	43	7	5	5	5	5	1.2	5	6	0	0	11.11111111	5	5	55.70994496	10
12-045-3	2019	2014SBa	5	43	7	5	5	5	5	1.1	5	5	0	0	0	5	5	57.56786616	0
12-045-7	2017	2014SBa	5	47	7	6	4	3	4	1.1	5	4	20	0	0	4	4	60.3396966	0
12-045-7	2018	2014SBa	5	47	7	5	5	5	5	1.1	5	4	0	0	0	4	4	57.88409022	0
12-045-7	2019	2014SBa	5	47	7	5	4	4	4	1.1	5	4	0	0	0	4	5	57.37353912	0
12-045-7	2020	2014SBa	5	47	7	5	4	5	4	1	5	5	0	0	0	4	5	62.14132344	0
12-045-7	2021	2014SBa	5	47	7	5	5	5	4	0.9	5	4	10	10	0	4	5	59.09270737	0
12-045-8	2017	2014SBa	5	48	7	4	5	4	4	1.1	4	5	0	0	0	5	3	55.77695777	0
12-045-8	2018	2014SBa	5	48	7	4	5	5	5	1.2	5	4	22.22222222	0	0	4	4	51.58313325	10
12-045-8	2019	2014SBa	5	48	7	5	5	5	5	1.2	5	5	0	0	0	5	5	54.58237548	0
12-045-8	2020	2014SBa	5	48	7	5	5	5	5	1.1	5	4	0	0	0	5	4	54.58197611	0
12-045-8	2021	2014SBa	5	48	7	5	6	5	5	1.1	5	4	0	0	0	4	5	50.5679822	0
12-045-9	2018	2014SBa	5	49	7	6	5	5	5	1.2	5	5	10	0	0	5	5	58.89457232	0
12-045-9	2019	2014SBa	5	49	7	5	5	5	5	1.1	6	5	0	0	0	5	5	60.1500121	0
12-045-9	2020	2014SBa	5	49	7	5	5	5	5	1.2	5	5	0	0	0	5	5	58.94679176	0
12-045-9	2021	2014SBa	5	49	7	5	5	5	5	1.1	5	6	0	0	0	5	5	57.86725067	0
12-045-11	2018	2014SBa	5	51	7	6	5	5	5	1.1	5	4	0	0	0	4	4	55.80038113	0
12-045-12	2017	2014SBa	5	52	6	7	6	3	4	1.1	5	3	50	0	0	4	4	54.94109316	0
12-045-12	2018	2014SBa	5	52	7	7	5	3	4	1.2	5	4	0	0	0	4	4	53.67952298	50
12-045-13	2017	2014SBa	5	53	7	3	5	3	4	1	5	6	0	0	0	5	6	65.2980228	0
12-045-13	2018	2014SBa	5	53	7	5	5	4	4	1	5	4	0	0	0	5	4	60.16516656	0
12-045-13	2019	2014SBa	5	53	6	5	5	5	4	1	5	5	0	0	0	5	5	62.16448357	0
12-045-14	2018	2014SBa	5	54	7	5	5	5	5	1.2	5	5	0	11.11111111	0	5	5	57.07119599	10
12-045-14	2019	2014SBa	5	54	7	5	5	4	4	1.1	5	5	10	0	0	5	5	57.56137817	0
12-045-15	2017	2014SBa	5	55	7	5	3	3	3	0.8	5	5	40	10	0	5	4	63.59333586	0
12-045-15	2018	2014SBa	5	55	7	4	5	4	5	1.1	5	3	0	0	0	4	4	54.92670031	0
12-048-3	2017	2014SBa	5	81	7	4	4	4	4	1.2	5	5	0	0	0	5	5	61.87403769	0
12-048-3	2018	2014SBa	5	81	7	4	4	5	5	1.2	5	5	0	0	0	4	4	57.58091993	0
12-048-3	2019	2014SBa	5	81	7	5	5	4	5	1.1	6	6	0	0	0	5	4	61.96412556	0
12-048-3	2020	2014SBa	5	81	7	5	5	5	5	1.1	5	5	0	0	0	5	5	61.81189053	0
12-048-3	2021	2014SBa	5	81	7	4	5	5	5	1.2	5	5	0	0	0	5	5	54.99818248	0
12-048-4	2017	2014SBa	5	82	7	4	4	3	4	1.2	5	6	0	0	0	5	4	56.57157252	0
12-048-4	2018	2014SBa	5	82	7	4	4	5	5	1.2	5	5	0	0	0	5	5	58.27608244	20
12-048-4	2019	2014SBa	5	82	7	5	5	5	5	1.2	5	5	0	0	0	5	5	57.92471521	0
12-048-4	2020	2014SBa	5	82	6	5	4	5	5	1.2	5	6	0	0	0	5	5	58.85378989	0
12-048-4	2021	2014SBa	5	82	7	5	5	5	5	1.2	5	5	0	0	0	5	6	55.42460715	0
12-048-5	2017	2014SBa	5	83	7	4	3	5	6	1.3	5	7	0	0	0	5	5	51.98478726	0
12-048-5	2018	2014SBa	5	83	7	4	5	5	5	1.2	5	5	0	0	0	5	5	53.61253506	0
12-048-6	2017	2014SBa	5	84	7	5	5	4	5	1.2	5	5	0	0	0	4	5	51.42875826	0
12-048-6	2018	2014SBa	5	84	7	4	5	5	5	1.2	5	5	0	0	0	5	5	53.734958	10
12-048-6	2019	2014SBa	5	84	7	5	4	5	5	1.2	5	5	0	0	0	5	5	55.05520241	0
12-048-7	2017	2014SBa	5	85	7	5	3	4	3	1.1	4	6	0	0	0	5	4	59.20787809	0
12-048-7	2018	2014SBa	5	85	7	5	4	5	5	1.1	5	5	0	0	0	5	4	60.9100778	0
12-048-7	2019	2014SBa	5	85	7	5	5	5	5	1.1	5	5	0	0	0	5	5	61.96793359	0
12-048-7	2020	2014SBa	5	85	7	5	4	5	4	1.1	5	5	0	0	0	5	5	61.13239279	0
12-048-7	2021	2014SBa	5	85	7	5	5	5	5	1.1	5	5	0	0	0	5	5	55.58896723	0
12-048-8	2018	2014SBa	5	86	7	4	5	5	5	1.2	5	5	0	20	0	4	5	54.77681678	0
12-048-8	2019	2014SBa	5	86	7	4	4	5	5	1.2	5	5	0	0	0	5	4	55.21200169	0
12-048-9	2017	2014SBa	5	87	7	6	7	6	6	1.2	6	5	22.22222222	0	0	5	5	51.14948617	10
12-048-9	2018	2014SBa	5	87	7	6	5	5	4	1.2	5	2	0	0	100	2	3	26.50787553	90
12-048-11	2017	2014SBa	5	89	7	5	4	4	5	1.2	6	6	0	0	0	5	6	51.51579394	10
12-048-11	2018	2014SBa	5	89	7	5	5	5	5	1.2	5	5	0	0	0	4	4	54.00480577	0
12-048-11	2019	2014SBa	5	89	7	5	5	5	5	1.2	5	5	0	0	0	5	5	53.32570557	0
12-048-11	2020	2014SBa	5	89	7	5	5	5	5	1.1	5	6	0	0	0	5	5	58.48774097	0
12-048-11	2021	2014SBa	5	89	7	4	5	5	5	1.2	5	6	0	0	0	5	6	53.86617504	0
12-048-13	2017	2014SBa	5	91	7	6	5	4	4	1.2	4	4	60	0	0	5	5	55.38926086	0
12-048-13	2018	2014SBa	5	91	7	5	5	5	5	1.2	5	5	10	0	0	5	5	57.46317666	0
12-048-13	2019	2014SBa	5	91	7	5	5	4	4	1	6	5	10	0	0	5	6	58.21479374	0
12-048-14	2017	2014SBa	5	92	7	5	5	4	5	1.3	4	6	0	10	0	7	5	56.36524725	0
12-048-14	2018	2014SBa	5	92	7	4	4	5	5	1.2	5	5	0	0	11.11111111	6	5	56.76504511	10
12-053-3	2017	2014SBa	6	66	7	4	5	5	5	1.2	5	5	30	0	0	6	5	56.57257134	0
12-053-3	2018	2014SBa	6	66	7	5	5	5	5	1.2	5	5	0	0	0	5	5	58.28748573	10
12-053-4	2017	2014SBa	6	65	7	3	3	5	5	1.1	5	6	40	0	0	6	5	57.42288674	0
12-053-4	2018	2014SBa	6	65	7	4	4	5	5	1.2	5	6	70	0	0	5	5	54.79756785	0
12-053-4	2019	2014SBa	6	65	7	3	4	5	5	1.2	6	5	30	0	0	5	5	57.42788156	0
12-053-4	2020	2014SBa	6	65	7	4	4	5	5	1.2	5	6	0	0	0	6	5	59.01106051	10
12-053-5	2017	2014SBa	6	64	7	4	6	5	4	0.9	5	6	0	10	0	6	5	62.09631728	0
12-053-5	2018	2014SBa	6	64	7	4	5	5	5	1.2	5	5	40	10	0	3	5	54.64383095	0
12-053-5	2019	2014SBa	6	64	7	3	5	5	5	1.1	5	5	20	0	0	4	5	58.44758796	0
12-053-5	2020	2014SBa	6	64	7	5	5	5	5	1.1	5	5	20	10	0	5	5	58.65280289	0
12-053-19	2017	2014SBa	6	17	5	4	5	5	4	1.1	5	5	0	12.5	0	6	5	58.44529356	20
12-053-19	2018	2014SBa	6	17	7	4	5	5	6	1.3	5	6	10	0	0	6	5	56.49625288	0
12-053-19	2019	2014SBa	6	17	7	3	4	5	5	1.2	5	6	30	0	0	6	5	59.09678297	0
12-053-19	2020	2014SBa	6	17	7	4	4	5	5	1.2	5	6	50	0	0	6	5	54.92820638	0
12-053-20	2017	2014SBa	6	16	7	7	7	5	4	1.1	5	4	50	0	0	5	5	58.18560253	0
12-053-20	2018	2014SBa	6	16	7	6	5	5	5	1.2	5	4	30	0	10	4	5	56.61084947	0
12-053-22	2017	2014SBa	6	14	7	5	5	4	4	1.2	5	5	20	0	0	5	5	57.48860499	0
12-053-22	2018	2014SBa	6	14	7	5	5	5	5	1.2	5	5	50	0	0	5	5	59.20697859	0
12-053-23	2018	2014SBa	6	13	7	5	5	5	5	1.2	5	5	20	0	0	4	5	57.21193322	0
12-053-24	2017	2014SBa	6	12	7	4	6	5	4	1.1	5	5	20	0	0	5	4	57.6687525	0
12-053-24	2018	2014SBa	6	12	7	4	5	5	4	1.1	4	4	0	0	0	5	4	56.23318386	0
12-053-24	2019	2014SBa	6	12	5	4	5	5	5	1.2	4	5	0	10	0	5	5	56.52344005	0
12-053-24	2020	2014SBa	6	12	7	5	5	5	5	1.2	5	5	0	0	0	5	4	58.26510721	0
12-053-24	2021	2014SBa	6	12	7	5	5	5	5	1.2	5	4	0	0	0	5	4	56.09105629	0
12-054-2	2017	2014SBa	6	55	4	6	4	5	4	1	6	4	0	11.11111111	0	5	5	63.24011507	10
12-054-2	2018	2014SBa	6	55	7	6	5	5	5	1.1	6	5	10	0	0	5	6	64.15562374	0
12-054-3	2018	2014SBa	6	54	7	6	5	5	5	1.1	5	6	10	0	0	5	6	61.39039695	0
12-054-3	2019	2014SBa	6	54	7	4	5	5	5	1.2	5	5	0	0	0	5	5	59.10894456	0
12-054-3	2020	2014SBa	6	54	7	4	5	5	5	1.1	5	5	0	10	0	5	4	60.35276074	0
12-054-4	2017	2014SBa	6	53	6	4	5	5	4	0.9	5	5	70	0	0	5	4	59.97069836	0
12-054-4	2018	2014SBa	6	53	7	4	5	5	5	1.2	5	4	60	0	0	5	5	56.16230291	0
12-054-8	2017	2014SBa	6	49	7	3	5	5	4	1.1	5	5	80	10	0	5	4	57.99584259	0
12-054-8	2018	2014SBa	6	49	7	4	4	5	5	1.2	5	3	66.66666667	0	0	4	4	58.69164941	10
12-054-8	2019	2014SBa	6	49	7	4	5	4	4	1.1	5	5	90	0	0	5	4	68.61852343	0
12-054-8	2020	2014SBa	6	49	7	5	4	5	5	1.2	5	5	40	0	0	5	5	61.11158037	0
12-054-8	2021	2014SBa	6	49	7	4	6	5	5	1.1	5	5	10	0	0	5	4	61.05163728	0
12-054-9	2018	2014SBa	6	48	7	6	4	4	4	1	5	5	50	0	0	5	5	60.69530365	0
12-054-10	2017	2014SBa	6	47	7	5	6	5	5	1.2	5	5	30	0	0	5	4	56.77538776	0
12-054-10	2018	2014SBa	6	47	7	7	5	5	5	1.2	5	5	70	0	0	5	5	56.99367763	0
12-054-11	2017	2014SBa	6	46	7	5	5	5	6	1.6	5	5	80	0	0	6	5	51.75106265	0
12-054-11	2018	2014SBa	6	46	7	4	5	5	6	1.3	5	5	40	0	0	6	5	56.80073521	0
12-054-12	2017	2014SBa	6	45	7	5	5	5	5	1.2	5	5	66.66666667	0	0	5	4	53.96268123	10
12-054-12	2018	2014SBa	6	45	6	5	5	5	5	1.2	5	5	80	0	0	5	5	56.69334805	0
12-054-14	2017	2014SBa	6	43	7	4	5	5	5	1.2	5	6	60	0	0	4	5	59.14761535	0
12-054-14	2018	2014SBa	6	43	7	3	5	5	6	1.2	5	6	20	0	0	5	5	58.80814754	0
12-054-17	2018	2014SBa	6	40	7	5	4	5	7	1.6	6	5	10	0	0	4	5	46.9605275	0
12-054-21	2017	2014SBa	6	36	4	4	6	5	4	1	5	5	0	0	0	5	4	63.33527584	0
12-054-21	2018	2014SBa	6	36	7	4	5	5	6	1.3	6	7	0	0	0	5	5	56.15396927	0
12-054-22	2017	2014SBa	6	35	7	5	5	5	5	1.2	5	6	40	0	0	4	5	54.12815773	0
12-054-22	2018	2014SBa	6	35	7	5	5	5	5	1.2	5	6	10	0	0	4	5	55.2694002	0
12-054-23	2018	2014SBa	6	34	7	4	5	5	6	1.3	5	7	0	0	0	6	6	56.56852488	0
12-054-23	2019	2014SBa	6	34	7	5	4	5	5	1.2	6	6	20	0	0	5	5	51.51215003	0
12-059-21	2017	2014SBa	7	17	7	5	6	5	6	1.3	5	6	0	0	0	5	5	52.01232608	10
12-059-21	2018	2014SBa	7	17	7	6	5	5	5	1.4	6	6	10	0	0	4	5	50.11568027	0
12-059-21	2019	2014SBa	7	17	7	5	4	5	6	1.2	5	5	10	0	0	5	5	51.38935839	0
12-059-22	2018	2014SBa	7	18	7	5	6	5	5	1.2	5	5	0	0	0	5	5	55.66205037	30
12-059-23	2017	2014SBa	7	19	7	4	4	5	5	1.2	5	5	33.33333333	0	0	4	5	51.11558157	10
12-059-23	2018	2014SBa	7	19	7	4	5	5	5	1.2	5	5	11.11111111	0	0	5	5	52.52762352	10
12-059-24	2017	2014SBa	7	20	7	5	6	5	7	1.5	5	5	77.77777778	0	0	4	5	43.17473956	10
12-059-24	2018	2014SBa	7	20	7	6	6	5	6	1.4	5	6	0	0	0	5	5	47.21471671	20
12-059-25	2017	2014SBa	7	21	7	5	6	5	6	1.3	5	5	60	0	10	4	5	50.03320421	0
12-059-25	2018	2014SBa	7	21	7	5	6	4	5	1.3	5	4	42.85714286	0	0	5	5	51.69441619	30
12-059-27	2017	2014SBa	7	23	7	5	5	5	4	1.1	5	5	12.5	25	0	5	5	54.52418097	20
12-059-27	2018	2014SBa	7	23	7	4	5	5	5	1.2	5	6	0	0	0	5	5	54.75800582	0
12-059-27	2019	2014SBa	7	23	7	4	5	5	5	1.2	5	6	0	0	0	6	5	58.31290224	0
12-059-28	2017	2014SBa	7	24	7	4	5	4	5	1.1	5	6	10	0	0	5	4	61.67785672	0
12-059-28	2018	2014SBa	7	24	7	5	5	5	5	1.1	5	5	0	0	0	4	5	57.95186409	10
12-059-28	2019	2014SBa	7	24	7	5	7	5	5	1.2	5	5	0	0	0	5	5	57.37523105	0
12-059-29	2017	2014SBa	7	25	7	5	5	4	5	1	5	5	20	0	0	5	5	59.2414665	0
12-059-29	2018	2014SBa	7	25	7	6	6	5	5	1.1	5	5	0	0	0	5	5	60.47051292	0
12-059-30	2017	2014SBa	7	26	7	5	5	5	6	1.4	5	5	22.22222222	0	0	5	5	50.17141315	10
12-059-30	2018	2014SBa	7	26	7	4	6	5	5	1.4	5	5	0	0	0	5	5	50.06415645	10
12-059-32	2017	2014SBa	7	28	7	5	5	5	5	1.2	5	5	70	0	0	5	5	51.85970961	0
12-059-32	2018	2014SBa	7	28	7	5	5	5	5	1.2	5	6	0	0	0	5	5	50.31091012	30
